,Unnamed: 0,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
19,286,LINK-014075,Manhattan,40.746116,-73.990792,Live,02/04/2019,02/24/2018,corner,305
20,287,LINK-001159,Queens,40.743823,-73.926455,Live,02/02/2017,11/19/2016,corner,53
21,288,LINK-002682,Manhattan,40.716033,-74.00257,Live,07/21/2016,07/12/2016,corner,174
22,289,LINK-013681,Manhattan,40.780716,-73.958721,Live,05/11/2018,03/04/2018,corner,370
23,290,LINK-012579,Manhattan,40.746619,-73.990241,Live,02/07/2018,10/15/2017,corner,818
24,291,LINK-011768,Brooklyn,40.670147,-73.950397,Live,02/23/2017,02/03/2017,corner,149
25,292,LINK-012570,Manhattan,40.7427,-73.9968,Live,02/28/2018,08/19/2017,corner,423
26,293,LINK-013485,Brooklyn,40.70878,-73.959183,Live,01/31/2018,11/17/2017,corner,71
27,294,LINK-000313,Manhattan,40.750156,-73.974741,Live,07/01/2016,06/11/2016,corner,352
28,295,LINK-010862,Manhattan,40.757604,-73.963593,Live,03/06/2018,10/20/2017,corner,1047
29,296,LINK-012689,Manhattan,40.765789,-73.990852,Live,11/08/2017,09/23/2017,corner,210
30,297,LINK-000533,Manhattan,40.761073,-73.987251,Live,04/15/2016,03/06/2016,corner,372
31,298,LINK-006880,Queens,40.71796,-73.836805,Live,04/18/2017,03/11/2017,corner,102
32,299,LINK-000463,Manhattan,40.743919,-73.999645,Live,05/30/2017,04/30/2017,corner,623
33,300,LINK-013711,Manhattan,40.741593,-73.978363,Live,12/05/2017,10/07/2017,corner,479
34,301,LINK-000562,Manhattan,40.759746,-73.988114,Live,04/15/2016,03/11/2016,corner,567
35,302,LINK-013464,Brooklyn,40.68721,-73.981719,Live,11/21/2017,08/10/2017,corner,86
36,303,LINK-013384,Manhattan,40.85162,-73.932187,Live,02/20/2018,11/22/2017,corner,105
37,304,LINK-014647,Manhattan,40.819293,-73.941018,Installed,,02/25/2018,corner,30
38,305,LINK-013727,Manhattan,40.752476,-73.970116,Live,02/01/2019,05/19/2018,corner,428
39,306,LINK-002118,Manhattan,40.837104,-73.942288,Live,03/06/2018,11/11/2017,corner,62
40,307,LINK-001557,Manhattan,40.799331,-73.968232,Live,07/07/2016,06/11/2016,corner,157
41,308,LINK-014190,Manhattan,40.720188,-73.993068,Live,10/28/2016,10/16/2016,corner,226
42,309,LINK-002070,Manhattan,40.830209,-73.947911,Live,07/20/2016,07/15/2016,corner,121
43,310,LINK-018117,Brooklyn,40.679815,-73.937627,Live,04/10/2017,03/02/2017,corner,96
44,311,LINK-018405,Staten Island,40.597715,-74.083828,Live,02/28/2017,02/19/2017,corner,36
45,312,LINK-000330,Manhattan,40.753149,-73.972868,Live,12/14/2017,07/29/2017,corner,365
46,313,LINK-000450,Manhattan,40.741621,-74.001321,Live,06/28/2017,05/26/2017,corner,561
47,314,LINK-010785,Manhattan,40.725004,-73.987039,Live,05/17/2018,03/10/2018,corner,349
48,315,LINK-001786,Bronx,40.827655,-73.923906,Live,05/11/2017,02/18/2017,corner,25
49,316,LINK-014609,Bronx,40.849486,-73.910931,Live,07/13/2017,04/22/2017,corner,29
50,317,LINK-011116,Queens,40.748878,-73.871463,Live,09/08/2017,07/22/2017,corner,113
51,318,LINK-000316,Manhattan,40.75096,-73.974467,Live,02/29/2016,02/07/2016,corner,387
52,319,LINK-007872,Manhattan,40.757975,-73.966421,Live,12/15/2017,10/07/2017,corner,278
53,320,LINK-000452,Manhattan,40.742046,-74.000711,Live,06/28/2017,05/26/2017,corner,498
54,321,LINK-001078,Brooklyn,40.660852,-73.960581,Live,03/07/2017,02/17/2017,corner,141
55,322,LINK-021395,Queens,40.695913,-73.83881,Live,08/14/2017,07/15/2017,corner,66
56,323,LINK-022142,Brooklyn,40.648607,-73.95782,Live,03/01/2019,09/17/2017,block,6
57,324,LINK-001356,Queens,40.751953,-73.927493,Live,04/09/2018,03/09/2018,corner,41
58,325,LINK-008303,Manhattan,40.728126,-73.985083,Live,06/05/2017,04/02/2017,corner,502
59,326,LINK-013712,Manhattan,40.739137,-73.980148,Live,01/16/2019,08/09/2018,corner,395
60,327,LINK-000366,Manhattan,40.761095,-73.967076,Live,09/28/2016,08/13/2016,corner,398
61,328,LINK-013736,Manhattan,40.745142,-73.982506,Live,08/03/2017,06/30/2017,corner,431
62,329,LINK-001756,Staten Island,40.595456,-74.08621,Live,07/19/2018,07/12/2018,corner,16
63,330,LINK-011729,Brooklyn,40.675965,-73.950008,Live,03/08/2017,02/03/2017,corner,315
64,331,LINK-000522,Manhattan,40.755281,-73.991371,Live,04/11/2016,03/06/2016,corner,781
65,332,LINK-011621,Bronx,40.846522,-73.893398,Live,08/24/2018,05/17/2018,corner,32
66,333,LINK-011110,Manhattan,40.723807,-73.988224,Live,02/09/2018,08/26/2017,corner,233
67,334,LINK-013172,Manhattan,40.805615,-73.950557,Live,01/20/2017,12/06/2016,corner,115
68,335,LINK-000134,Manhattan,40.748139,-73.988101,Live,04/10/2017,11/12/2016,corner,596
69,336,LINK-010844,Manhattan,40.738278,-74.005671,Live,01/17/2019,08/07/2018,corner,413
70,337,LINK-012575,Manhattan,40.740612,-73.979079,Live,01/17/2019,04/23/2018,corner,470
71,338,LINK-006150,Manhattan,40.798538,-73.969279,Live,08/04/2016,07/20/2016,corner,126
72,339,LINK-012661,Manhattan,40.745494,-73.990775,Live,12/27/2017,09/24/2017,corner,799
73,340,LINK-020599,Bronx,40.822338,-73.909427,Live,04/19/2018,03/04/2018,corner,0
74,341,LINK-000067,Bronx,40.860215,-73.893059,Live,05/25/2016,05/12/2016,block,81
75,342,LINK-007148,Manhattan,40.766649,-73.97935,Live,10/25/2016,09/18/2016,corner,273
76,343,LINK-000658,Manhattan,40.749503,-73.977195,Live,02/24/2018,08/05/2017,corner,518
77,344,LINK-012782,Manhattan,40.788832,-73.970335,Live,05/21/2018,02/26/2018,corner,409
78,345,LINK-000947,Manhattan,40.779331,-73.98199,Live,04/27/2016,03/29/2016,corner,98
79,346,LINK-013019,Bronx,40.80682,-73.917657,Live,07/26/2018,06/05/2018,corner,160
80,347,LINK-021069,Queens,40.748497,-73.949855,Live,05/31/2018,01/17/2018,corner,68
81,348,LINK-013690,Manhattan,40.780148,-73.976932,Live,06/05/2018,02/09/2018,corner,598
82,349,LINK-013676,Manhattan,40.765995,-73.957578,Live,01/08/2018,10/25/2017,corner,231
83,350,LINK-014273,Queens,40.691902,-73.863262,Live,08/09/2017,05/20/2017,block,55
84,351,LINK-012188,Manhattan,40.76221,-73.981881,Live,04/04/2018,06/11/2017,corner,489
85,352,LINK-000032,Brooklyn,40.67762,-73.979738,Live,04/03/2017,02/24/2017,corner,419
86,353,LINK-014181_Old,Manhattan,40.789445,-73.973867,Live,05/24/2017,04/15/2017,corner,471
87,354,LINK-001495,Manhattan,40.791943,-73.973425,Live,07/07/2016,05/27/2016,corner,98
88,355,LINK-018105,Brooklyn,40.679987,-73.949473,Live,06/09/2017,04/28/2017,block,205
